certificationID,employeeID,typeID
BDGE8655688,001023781IBM,
BDGE6848727,040516781IBM,
BDGE7553882,040516781IBM,
BDGE8984353,040516781IBM,
BDGE5816446,040516781IBM,
BDGE9371594,040516781IBM,
BDGE2942149,040516781IBM,
BDGE2838142,040516781IBM,
BDGE8928986,040516781IBM,
BDGE1528394,040516781IBM,
BDGE3166899,040516781IBM,
BDGE4974445,040516781IBM,
BDGE9248383,070630781IBM,
BDGE5264925,070630781IBM,
BDGE8953548,070630781IBM,
BDGE3633196,070630781IBM,
BDGE4673624,107298781IBM,
BDGE6698137,107298781IBM,
BDGE3119733,077393781IBM,
BDGE6792292,077393781IBM,
BDGE2617413,077393781IBM,
BDGE5577333,077393781IBM,
BDGE5364865,077393781IBM,
BDGE2551168,077393781IBM,
BDGE5821678,077393781IBM,
BDGE5789386,077393781IBM,
BDGE1491454,077393781IBM,
BDGE8681122,077393781IBM,
BDGE8392874,077393781IBM,
BDGE2438991,077393781IBM,
BDGE4633755,077393781IBM,
BDGE4599949,077393781IBM,
BDGE8947165,077393781IBM,
BDGE2196464,076755781IBM,
BDGE1992279,076755781IBM,
BDGE6559364,076755781IBM,
BDGE5476674,076755781IBM,
BDGE9689817,076755781IBM,
BDGE8979392,076755781IBM,
BDGE2466114,045424781IBM,
BDGE2699391,045424781IBM,
BDGE3559348,045424781IBM,
BDGE2718342,045424781IBM,
BDGE8344583,045424781IBM,
BDGE5997589,045424781IBM,
BDGE5122646,045424781IBM,
BDGE2352191,045424781IBM,
BDGE8237123,045424781IBM,
BDGE4783111,080018781IBM,
BDGE5343851,080018781IBM,
BDGE9598139,080018781IBM,
BDGE6877219,080018781IBM,
BDGE9881835,080018781IBM,
BDGE5126378,001887781IBM,
BDGE4667256,001887781IBM,
BDGE7595351,001887781IBM,
BDGE4147186,001887781IBM,
BDGE6837563,107129781IBM,
BDGE6356354,107129781IBM,
BDGE3416172,107129781IBM,
BDGE1877139,000590781IBM,
BDGE2281859,000590781IBM,
BDGE2198451,000590781IBM,
BDGE1768583,000307781IBM,
BDGE2537719,000307781IBM,
BDGE8385174,000307781IBM,
BDGE6734768,000307781IBM,
BDGE8459293,000307781IBM,
BDGE6283417,000307781IBM,
BDGE8642973,000307781IBM,
BDGE2777795,001310781IBM,
BDGE4668727,001310781IBM,
BDGE8592953,001310781IBM,
BDGE6175946,001310781IBM,
BDGE5895952,001310781IBM,
BDGE4211787,001310781IBM,
BDGE1661716,001310781IBM,
BDGE6183772,000553781IBM,
BDGE7154697,000553781IBM,
BDGE7632885,000553781IBM,
BDGE3455821,000553781IBM,
BDGE1773282,104134781IBM,
BDGE8812355,104134781IBM,
BDGE5768259,001543781IBM,
BDGE6659292,001543781IBM,
BDGE6898116,001543781IBM,
BDGE8371336,001967781IBM,
BDGE1536141,001967781IBM,
BDGE7462836,001967781IBM,
BDGE8285412,001967781IBM,
BDGE4852577,001967781IBM,
BDGE4784688,001967781IBM,
BDGE7536743,001967781IBM,
BDGE5853327,001967781IBM,
BDGE4548752,001967781IBM,
BDGE1911882,001967781IBM,
BDGE7823547,003456781IBM,
BDGE9855399,003456781IBM,
BDGE4732827,003456781IBM,
BDGE3415824,003148781IBM,
BDGE2757546,003148781IBM,
BDGE8287927,003148781IBM,
BDGE5349886,003148781IBM,
BDGE2899155,003148781IBM,
BDGE5518616,001534781IBM,
BDGE5898925,001534781IBM,
BDGE1712992,001534781IBM,
BDGE1548723,001534781IBM,
BDGE1676789,105886781IBM,
BDGE8837391,105886781IBM,
BDGE6817842,105886781IBM,
BDGE4372946,105886781IBM,
BDGE5287261,105886781IBM,
BDGE8723756,105886781IBM,
BDGE7998957,105886781IBM,
BDGE1924188,105996781IBM,
BDGE2934985,105996781IBM,
BDGE2811299,001762781IBM,
BDGE6341644,001762781IBM,
BDGE7938823,001314781IBM,
BDGE6296233,001314781IBM,
BDGE9482324,001314781IBM,
BDGE9776726,001314781IBM,
BDGE9987262,001314781IBM,
BDGE7176417,001314781IBM,
BDGE2586722,001314781IBM,
BDGE3728119,078881781IBM,
BDGE8971999,078881781IBM,
BDGE7628258,078881781IBM,
BDGE3256262,078881781IBM,
BDGE4972751,078881781IBM,
BDGE2313155,078881781IBM,
BDGE6575371,106127781IBM,
BDGE4272281,106127781IBM,
BDGE5675469,106127781IBM,
BDGE4978833,038812781IBM,
BDGE8222146,038812781IBM,
BDGE1992521,038812781IBM,
BDGE4278312,038812781IBM,
BDGE5127193,038812781IBM,
BDGE4712782,038812781IBM,
BDGE8792171,038812781IBM,
BDGE8379485,038812781IBM,
BDGE6335625,038812781IBM,
BDGE3743924,038812781IBM,
BDGE4498895,038812781IBM,
BDGE2619399,038812781IBM,
BDGE8461652,038812781IBM,
BDGE1364617,038812781IBM,
BDGE8314953,001413781IBM,
BDGE8818631,001413781IBM,
BDGE9874947,001413781IBM,
BDGE6174963,001413781IBM,
BDGE7338548,101365781IBM,
BDGE4484867,101365781IBM,
BDGE5422961,101365781IBM,
BDGE9247862,001479781IBM,
BDGE1671238,001479781IBM,
BDGE6715753,001479781IBM,
BDGE9338845,003042781IBM,
BDGE9559583,003042781IBM,
BDGE9437269,003042781IBM,
BDGE8416331,001279781IBM,
BDGE2513392,001279781IBM,
BDGE7889343,001279781IBM,
BDGE4762962,001279781IBM,
BDGE5291475,042424781IBM,
BDGE6385919,042424781IBM,
BDGE7415712,042424781IBM,
BDGE4162886,070561781IBM,
BDGE1342315,070561781IBM,
BDGE7145299,070561781IBM,
BDGE5248969,070561781IBM,
BDGE7955456,070561781IBM,
BDGE8372275,070561781IBM,
BDGE1655335,050761781IBM,
BDGE3862496,076675781IBM,
BDGE8336783,076675781IBM,
BDGE2844411,076675781IBM,
BDGE3674163,076675781IBM,
BDGE7297868,076675781IBM,
BDGE3675187,109058781IBM,
BDGE4978588,109058781IBM,
BDGE8684646,000306781IBM,
BDGE2358149,000306781IBM,
BDGE2255762,000306781IBM,
BDGE4244776,000306781IBM,
BDGE7774944,000306781IBM,
BDGE6949416,000306781IBM,
BDGE2631225,000306781IBM,
BDGE2661482,000306781IBM,
BDGE6159172,000306781IBM,
BDGE9736147,000306781IBM,
BDGE5586623,000306781IBM,
BDGE1642428,000306781IBM,
BDGE2296797,000306781IBM,
BDGE6873985,000306781IBM,
BDGE7277524,000306781IBM,
BDGE7885586,000306781IBM,
BDGE4283635,000306781IBM,
BDGE3896297,000306781IBM,
BDGE7333825,000306781IBM,
BDGE4432424,000306781IBM,
BDGE1295727,000306781IBM,
BDGE4196286,000306781IBM,
BDGE7453177,000306781IBM,
BDGE1362969,000306781IBM,
BDGE5716759,000306781IBM,
BDGE5416748,000306781IBM,
BDGE5219688,000306781IBM,
BDGE6495553,000306781IBM,
BDGE3455969,000306781IBM,
BDGE1415765,000306781IBM,
BDGE8786169,000306781IBM,
BDGE7893995,000306781IBM,
BDGE5969254,000306781IBM,
BDGE5317686,000306781IBM,
BDGE3865215,000306781IBM,
BDGE2289856,000306781IBM,
BDGE1314413,000306781IBM,
BDGE9598494,000306781IBM,
BDGE2978647,000306781IBM,
BDGE1265646,000306781IBM,
BDGE5627366,000306781IBM,
BDGE2791364,000306781IBM,
BDGE9965887,000306781IBM,
BDGE5475165,000306781IBM,
BDGE4374357,000306781IBM,
BDGE8724465,000306781IBM,
BDGE3524546,000306781IBM,
BDGE7936843,000306781IBM,
BDGE1341425,000306781IBM,
BDGE5258593,000306781IBM,
BDGE3957357,000306781IBM,
BDGE2497319,000306781IBM,
BDGE2728633,000306781IBM,
BDGE1329655,000306781IBM,
BDGE4645767,000306781IBM,
BDGE2385129,000306781IBM,
BDGE1416126,000306781IBM,
BDGE5679415,000306781IBM,
BDGE8184218,000306781IBM,
BDGE3367319,000306781IBM,
BDGE1148235,000306781IBM,
BDGE5326748,000306781IBM,
BDGE2557348,000306781IBM,
BDGE8368688,000306781IBM,
BDGE1785679,000306781IBM,
BDGE7227226,000306781IBM,
BDGE7418415,000306781IBM,
BDGE8111955,000306781IBM,
BDGE2225855,000306781IBM,
BDGE4553418,105391781IBM,
BDGE6142225,105391781IBM,
BDGE2237467,105391781IBM,
BDGE6155359,105391781IBM,
BDGE4488396,105391781IBM,
BDGE6775166,001375781IBM,
BDGE6793141,001375781IBM,
BDGE1455737,001375781IBM,
BDGE1697682,001375781IBM,
BDGE8725823,001375781IBM,
BDGE7289776,001375781IBM,
BDGE6135344,001375781IBM,
BDGE8699631,001375781IBM,
BDGE3794945,001375781IBM,
BDGE6478384,001375781IBM,
BDGE1791332,001696781IBM,
BDGE2687311,001696781IBM,
BDGE4662815,001696781IBM,
BDGE8748453,001696781IBM,
BDGE3123268,001696781IBM,
BDGE9685427,001696781IBM,
BDGE3275199,001696781IBM,
BDGE8113551,001696781IBM,
BDGE4989268,001696781IBM,
BDGE9514225,001696781IBM,
BDGE7595943,001696781IBM,
BDGE5516249,001696781IBM,
BDGE8425139,001696781IBM,
BDGE4912557,001696781IBM,
BDGE3269822,001696781IBM,
BDGE7951263,001696781IBM,
BDGE6557393,001696781IBM,
BDGE5637581,001696781IBM,
BDGE1179194,001696781IBM,
BDGE2358396,001696781IBM,
BDGE8298253,103407781IBM,
BDGE7273981,103407781IBM,
BDGE8512995,103407781IBM,
BDGE7273961,103407781IBM,
BDGE1528586,103407781IBM,
BDGE7783538,000974781IBM,
BDGE5142984,000974781IBM,
BDGE8155615,000974781IBM,
BDGE8281144,105374781IBM,
BDGE1658558,105374781IBM,
BDGE9783526,105374781IBM,
BDGE9477461,003078781IBM,
BDGE9897718,003078781IBM,
BDGE3655729,003078781IBM,
BDGE8423252,003078781IBM,
BDGE3657227,106584781IBM,
BDGE3777739,106584781IBM,
BDGE3654572,106584781IBM,
BDGE3871247,106584781IBM,
BDGE2819736,106584781IBM,
BDGE6953472,102319781IBM,
BDGE1966523,102319781IBM,
BDGE4451868,102319781IBM,
BDGE2455311,102319781IBM,
BDGE6827827,080866781IBM,
BDGE2639288,080866781IBM,
BDGE9616296,080866781IBM,
BDGE3319837,080866781IBM,
BDGE7686113,080866781IBM,
BDGE5258994,080866781IBM,
BDGE4932634,080866781IBM,
BDGE7349212,080866781IBM,
BDGE7228831,001319781IBM,
BDGE3711446,001319781IBM,
BDGE6438435,001319781IBM,
BDGE7963652,001319781IBM,
BDGE4376756,001319781IBM,
BDGE7388157,001319781IBM,
BDGE6582922,002049781IBM,
BDGE1595176,002049781IBM,
BDGE4642464,002049781IBM,
BDGE5548425,002049781IBM,
BDGE1941792,07989F781IBM,
BDGE7363678,07989F781IBM,
BDGE3669433,07989F781IBM,
BDGE2374694,07989F781IBM,
BDGE4564784,080664781IBM,
BDGE8961359,080664781IBM,
BDGE3689726,080664781IBM,
BDGE8849985,080664781IBM,
BDGE3555879,080664781IBM,
BDGE9159731,080664781IBM,
BDGE6794351,080664781IBM,
BDGE6723589,080664781IBM,
BDGE8489695,080664781IBM,
BDGE4944613,080664781IBM,
BDGE9853769,080664781IBM,
BDGE4291949,080664781IBM,
BDGE5851675,080664781IBM,
BDGE2684517,080664781IBM,
BDGE7594888,080664781IBM,
BDGE2921281,080664781IBM,
BDGE2888316,003457781IBM,
BDGE4282863,003457781IBM,
BDGE5111299,003457781IBM,
BDGE1625673,003457781IBM,
BDGE1693274,104022781IBM,
BDGE3688135,104022781IBM,
BDGE4946711,080175781IBM,
BDGE1311111,080175781IBM,
BDGE4117256,080175781IBM,
BDGE1755756,080175781IBM,
BDGE6799386,080175781IBM,
BDGE2917327,080175781IBM,
BDGE7597781,103818781IBM,
BDGE1632579,103818781IBM,
BDGE2357951,103818781IBM,
BDGE8325152,079614781IBM,
BDGE2432334,079614781IBM,
BDGE7225237,079614781IBM,
BDGE2256193,106149781IBM,
BDGE2634199,106149781IBM,
BDGE1289996,106149781IBM,
BDGE2715164,106149781IBM,
BDGE3793322,106149781IBM,
BDGE7414854,106149781IBM,
BDGE8458196,106149781IBM,
BDGE9141959,106149781IBM,
BDGE6232561,106457781IBM,
BDGE4516655,106457781IBM,
BDGE1997346,106457781IBM,
BDGE3813813,106457781IBM,
BDGE9415885,003058781IBM,
BDGE5178874,003058781IBM,
BDGE8915768,003058781IBM,
BDGE1678413,003058781IBM,
BDGE8155515,070629781IBM,
BDGE4757762,070629781IBM,
BDGE7692889,070629781IBM,
BDGE9755193,070629781IBM,
BDGE8426154,070629781IBM,
BDGE2265729,070629781IBM,
BDGE4929621,070629781IBM,
BDGE6617574,070629781IBM,
BDGE5381923,070629781IBM,
BDGE2812552,070629781IBM,
BDGE5819946,070629781IBM,
BDGE2679712,070629781IBM,
BDGE2518225,070629781IBM,
BDGE3639886,070629781IBM,
BDGE6213899,070629781IBM,
BDGE3819441,002114781IBM,
BDGE7456186,002114781IBM,
BDGE2984924,002114781IBM,
BDGE4878294,100094781IBM,
BDGE1547228,100094781IBM,
BDGE2943893,100094781IBM,
BDGE5355884,100094781IBM,
BDGE6136164,002068781IBM,
BDGE7246766,002068781IBM,
BDGE3424526,002068781IBM,
BDGE9754488,100053781IBM,
BDGE3339835,100053781IBM,
BDGE5629279,100053781IBM,
BDGE8168614,002060781IBM,
BDGE9415682,002060781IBM,
BDGE6591312,002060781IBM,
BDGE3426466,105885781IBM,
BDGE2536916,105885781IBM,
BDGE1428429,105885781IBM,
BDGE4948716,105885781IBM,
BDGE8697974,105885781IBM,
BDGE8471143,105885781IBM,
BDGE5881982,105885781IBM,
BDGE8197177,105885781IBM,
BDGE8556348,105885781IBM,
BDGE3698747,105885781IBM,
BDGE1868245,105885781IBM,
BDGE8369137,001290781IBM,
BDGE8812553,001290781IBM,
BDGE7442563,001290781IBM,
BDGE9451819,001290781IBM,
BDGE5411276,001290781IBM,
BDGE5583216,001290781IBM,
BDGE3624897,001290781IBM,
BDGE4172321,001290781IBM,
BDGE2214684,001290781IBM,
BDGE4157372,001290781IBM,
BDGE5646559,003290781IBM,
BDGE2339546,003290781IBM,
BDGE9736491,003290781IBM,
BDGE2562289,074530781IBM,
BDGE9181379,074530781IBM,
BDGE8684356,074530781IBM,
BDGE3273444,074530781IBM,
BDGE5257676,074530781IBM,
BDGE9822476,074530781IBM,
BDGE3773788,000814781IBM,
BDGE7294829,000814781IBM,
BDGE2723937,000814781IBM,
BDGE2332589,000814781IBM,
BDGE1816854,000814781IBM,
BDGE8178621,000814781IBM,
BDGE6145851,07970A781IBM,
BDGE8255148,07970A781IBM,
BDGE8882432,07970A781IBM,
BDGE3894929,07970A781IBM,
BDGE3752477,07970A781IBM,
BDGE5844634,07970A781IBM,
BDGE6181622,07970A781IBM,
BDGE6979136,07970A781IBM,
BDGE9297663,109056781IBM,
BDGE5699977,109056781IBM,
BDGE2684651,109056781IBM,
BDGE5869925,101509781IBM,
BDGE7496576,101509781IBM,
BDGE7847642,101509781IBM,
BDGE2747456,018863781IBM,
BDGE4674796,018863781IBM,
BDGE6581547,018863781IBM,
BDGE7992898,018863781IBM,
BDGE1531866,018863781IBM,
BDGE9188874,018863781IBM,
BDGE2546747,018863781IBM,
BDGE1994958,018863781IBM,
BDGE4891678,018863781IBM,
BDGE9192953,018863781IBM,
BDGE4954854,002030781IBM,
BDGE4197668,002030781IBM,
BDGE7426648,002030781IBM,
BDGE8135124,002030781IBM,
BDGE8213618,002107781IBM,
BDGE2997185,108032781IBM,
BDGE7731717,108032781IBM,
BDGE4293982,109263781IBM,
BDGE2267814,109263781IBM,
BDGE7312129,109263781IBM,
BDGE3324954,107004781IBM,
BDGE6555477,107004781IBM,
BDGE4479245,107004781IBM,
BDGE3452357,001620781IBM,
BDGE2525248,001620781IBM,
BDGE2295214,001620781IBM,
BDGE1795575,000560781IBM,
BDGE7399823,000560781IBM,
BDGE1977257,000560781IBM,
BDGE8851414,000560781IBM,
BDGE9719335,000560781IBM,
BDGE4121738,000560781IBM,
BDGE6613532,000560781IBM,
BDGE6125999,003093781IBM,
BDGE1766775,003093781IBM,
BDGE8611185,003093781IBM,
BDGE6126892,003093781IBM,
BDGE5823642,103385781IBM,
BDGE5295659,103385781IBM,
BDGE8418798,000815781IBM,
BDGE7393578,000815781IBM,
BDGE1323516,000815781IBM,
BDGE3431313,000815781IBM,
BDGE6196873,000815781IBM,
BDGE3923929,000815781IBM,
BDGE3314875,000815781IBM,
BDGE4146733,000815781IBM,
BDGE7652699,000815781IBM,
BDGE5632722,106129781IBM,
BDGE7889153,106129781IBM,
BDGE9824321,079824781IBM,
BDGE1897311,079824781IBM,
BDGE8989497,079824781IBM,
BDGE8217928,079824781IBM,
BDGE5938421,079824781IBM,
BDGE5938668,079824781IBM,
BDGE1197776,079824781IBM,
BDGE7587388,079824781IBM,
BDGE5186812,079824781IBM,
BDGE2621714,079824781IBM,
BDGE4196471,079824781IBM,
BDGE2876566,079824781IBM,
BDGE6361237,079824781IBM,
BDGE2922612,003094781IBM,
BDGE6345429,003094781IBM,
BDGE9294189,003094781IBM,
BDGE8634297,097538781IBM,
BDGE2757169,097538781IBM,
BDGE4246254,097538781IBM,
BDGE7394853,097538781IBM,
BDGE7816568,097538781IBM,
BDGE1181334,097538781IBM,
BDGE1576959,097538781IBM,
BDGE3133426,097538781IBM,
BDGE8178945,097538781IBM,
BDGE4571342,097538781IBM,
BDGE5154639,097538781IBM,
BDGE9553349,097538781IBM,
BDGE3597465,097538781IBM,
BDGE1467748,097538781IBM,
BDGE6112991,097538781IBM,
BDGE1393448,001309781IBM,
BDGE4387831,001309781IBM,
BDGE7467882,001309781IBM,
BDGE2342674,001309781IBM,
BDGE4192747,001309781IBM,
BDGE9176191,001309781IBM,
BDGE7152637,001289781IBM,
BDGE8134289,001289781IBM,
BDGE8687752,001289781IBM,
BDGE2379663,001289781IBM,
BDGE1517294,001289781IBM,
BDGE8442252,001289781IBM,
BDGE9451285,001289781IBM,
BDGE7248524,001289781IBM,
BDGE9412416,001289781IBM,
BDGE9364222,107021781IBM,
BDGE9418873,107021781IBM,
BDGE5669217,107021781IBM,
BDGE1176774,107021781IBM,
BDGE1356278,107021781IBM,
BDGE7433496,107021781IBM,
BDGE4367254,107021781IBM,
BDGE8536949,103346781IBM,
BDGE3826783,000220781IBM,
BDGE2686646,000220781IBM,
BDGE3372563,000220781IBM,
BDGE4877625,000220781IBM,
BDGE4419988,000220781IBM,
BDGE2139788,000220781IBM,
BDGE3817333,000220781IBM,
BDGE2693767,000220781IBM,
BDGE2968856,000220781IBM,
BDGE4347922,000220781IBM,
BDGE1245399,000220781IBM,
BDGE3446297,000220781IBM,
BDGE7424855,000220781IBM,
BDGE1414535,000220781IBM,
BDGE3981657,000220781IBM,
BDGE2718637,053215781IBM,
BDGE7776436,053215781IBM,
BDGE6337643,053215781IBM,
BDGE5996229,053215781IBM,
BDGE1997348,053215781IBM,
BDGE4946567,053215781IBM,
BDGE6982312,053215781IBM,
BDGE2946911,053215781IBM,
BDGE7954637,053215781IBM,
BDGE1159198,053215781IBM,
BDGE2621166,053215781IBM,
BDGE4156217,053215781IBM,
BDGE5587243,053215781IBM,
BDGE4561469,053215781IBM,
BDGE4828181,053215781IBM,
BDGE4428166,053215781IBM,
BDGE9137327,053215781IBM,
BDGE2677864,053215781IBM,
BDGE7776458,053215781IBM,
BDGE1115533,053215781IBM,
BDGE2361952,053215781IBM,
BDGE5159336,001754781IBM,
BDGE8757373,001754781IBM,
BDGE4268241,001754781IBM,
BDGE9583833,001754781IBM,
BDGE3889192,001754781IBM,
BDGE8285355,001754781IBM,
BDGE7156452,001754781IBM,
BDGE2887261,001754781IBM,
BDGE5631753,001754781IBM,
BDGE4313981,001754781IBM,
BDGE1635356,001754781IBM,
BDGE8917787,001754781IBM,
BDGE3652419,001673781IBM,
BDGE1229337,001673781IBM,
BDGE8882122,001673781IBM,
BDGE5414916,000213781IBM,
BDGE5237955,000213781IBM,
BDGE5272594,000213781IBM,
BDGE4513955,000213781IBM,
BDGE1418929,000213781IBM,
BDGE9966575,000213781IBM,
BDGE9958313,000213781IBM,
BDGE4242156,000213781IBM,
BDGE2286296,000213781IBM,
BDGE7425481,000213781IBM,
BDGE8465218,000213781IBM,
BDGE6636896,000708781IBM,
BDGE9653387,000708781IBM,
BDGE4799242,000708781IBM,
BDGE5663625,000708781IBM,
BDGE9874971,000708781IBM,
BDGE8865171,000708781IBM,
BDGE9211149,000708781IBM,
BDGE5112862,000708781IBM,
BDGE5692997,001294781IBM,
BDGE2677285,001294781IBM,
BDGE2668678,001294781IBM,
BDGE9219881,001294781IBM,
BDGE9312412,000690781IBM,
BDGE1633895,000690781IBM,
BDGE8136836,000690781IBM,
BDGE8911191,000690781IBM,
BDGE3789554,000690781IBM,
BDGE4831948,000690781IBM,
BDGE7623829,000690781IBM,
BDGE1193544,000690781IBM,
BDGE8327937,000690781IBM,
BDGE4436515,000667781IBM,
BDGE3423139,000667781IBM,
BDGE1469335,000667781IBM,
BDGE5788474,000667781IBM,
BDGE3261815,000667781IBM,
BDGE1895543,000667781IBM,
BDGE1136919,000667781IBM,
BDGE7819638,000667781IBM,
BDGE3443543,000667781IBM,
BDGE5633978,000667781IBM,
BDGE4724373,101324781IBM,
BDGE2759856,101324781IBM,
BDGE6721268,101324781IBM,
BDGE4628349,000178781IBM,
BDGE6354725,000178781IBM,
BDGE3324811,000178781IBM,
BDGE1328554,000178781IBM,
BDGE8745974,000178781IBM,
BDGE3275526,000178781IBM,
BDGE7418596,000178781IBM,
BDGE2246117,000178781IBM,
BDGE7765278,000178781IBM,
BDGE3647237,000178781IBM,
BDGE5147818,000178781IBM,
BDGE1387814,000178781IBM,
BDGE7527171,000178781IBM,
BDGE2743234,000178781IBM,
BDGE4738125,000178781IBM,
BDGE6867431,109331781IBM,
BDGE2774848,109331781IBM,
BDGE3288871,109331781IBM,
BDGE7398774,001539781IBM,
BDGE6536487,001539781IBM,
BDGE2448949,001539781IBM,
BDGE7234939,001539781IBM,
BDGE9512154,105880781IBM,
BDGE5757831,105880781IBM,
BDGE7951398,105880781IBM,
BDGE8328524,105880781IBM,
BDGE4738214,105880781IBM,
BDGE7731427,103040781IBM,
BDGE8155365,103040781IBM,
BDGE5357717,103040781IBM,
BDGE3818332,104822781IBM,
BDGE9867225,104149781IBM,
BDGE4722942,070989781IBM,
BDGE6654216,070989781IBM,
BDGE1372395,070989781IBM,
BDGE1428232,070989781IBM,
BDGE3325394,070989781IBM,
BDGE1983738,070989781IBM,
BDGE5524123,07722D781IBM,
BDGE9591463,066936781IBM,
BDGE4573863,066936781IBM,
BDGE8793874,066936781IBM,
BDGE4314441,075630781IBM,
BDGE7377847,075630781IBM,
BDGE5267544,07515A781IBM,
BDGE6989125,07515A781IBM,
BDGE7835339,074764781IBM,
BDGE8969757,074764781IBM,
BDGE1218952,074764781IBM,
BDGE2786587,074764781IBM,
BDGE9226871,074764781IBM,
BDGE6469917,074764781IBM,
BDGE7229132,074764781IBM,
BDGE1127249,074764781IBM,
BDGE1898483,074764781IBM,
BDGE7685522,074764781IBM,
BDGE4738249,104150781IBM,
BDGE7268321,070628781IBM,
BDGE6953743,070628781IBM,
BDGE5564241,070628781IBM,
BDGE9811353,070628781IBM,
BDGE4389323,070628781IBM,
BDGE9598115,070628781IBM,
BDGE1297197,070628781IBM,
BDGE9527998,070628781IBM,
BDGE5222364,070628781IBM,
BDGE9621437,070628781IBM,
BDGE9174576,070628781IBM,
BDGE4642829,070628781IBM,
BDGE3633158,070628781IBM,
BDGE1392476,070628781IBM,
BDGE3637887,070628781IBM,
BDGE4528933,070628781IBM,
BDGE2582824,057600781IBM,
BDGE9219897,057600781IBM,
BDGE9989825,057600781IBM,
BDGE2155492,057600781IBM,
BDGE7651197,06310A781IBM,
BDGE5358927,06310A781IBM,
BDGE7894771,06310A781IBM,
BDGE3593316,06310A781IBM,
BDGE3557659,06310A781IBM,
BDGE6385196,06310A781IBM,
BDGE6949197,06310A781IBM,
BDGE9963242,06310A781IBM,
BDGE5156748,000352781IBM,
BDGE3315793,000352781IBM,
BDGE8922776,000352781IBM,
BDGE6255449,070904781IBM,
BDGE4775861,070904781IBM,
BDGE8274299,079684781IBM,
BDGE4298916,079684781IBM,
BDGE5426151,079684781IBM,
BDGE9877259,070215781IBM,
BDGE8756381,070215781IBM,
BDGE7244357,068018781IBM,
BDGE4352751,068018781IBM,
BDGE1998275,068018781IBM,
BDGE6566583,068018781IBM,
BDGE9582935,068018781IBM,
BDGE3811552,068018781IBM,
BDGE6558685,07299I781IBM,
BDGE1789755,07299I781IBM,
BDGE9678344,07299I781IBM,
BDGE9571172,07299I781IBM,
BDGE8766596,07299I781IBM,
BDGE9342195,07299I781IBM,
BDGE9151619,07299I781IBM,
BDGE1223765,07299I781IBM,
BDGE1884167,07299I781IBM,
BDGE4935192,07299I781IBM,
BDGE7632372,07352A781IBM,
BDGE2995351,07352A781IBM,
BDGE4328449,07352A781IBM,
BDGE9681386,07352A781IBM,
BDGE6483184,07352A781IBM,
BDGE3411349,07352A781IBM,
BDGE1123977,07352A781IBM,
BDGE4318271,07352A781IBM,
BDGE6547748,07352A781IBM,
BDGE5962451,052270781IBM,
BDGE7427937,052270781IBM,
BDGE4491366,052270781IBM,
BDGE1336882,052270781IBM,
BDGE9261128,052270781IBM,
BDGE1234925,052270781IBM,
BDGE2755516,052270781IBM,
BDGE5292393,052270781IBM,
BDGE8596434,052270781IBM,
BDGE5639686,052270781IBM,
BDGE9242356,052270781IBM,
BDGE3668551,052270781IBM,
BDGE6887676,052270781IBM,
BDGE1829575,052270781IBM,
BDGE3246462,052270781IBM,
BDGE7656371,052270781IBM,
BDGE3615293,052270781IBM,
BDGE9266699,052270781IBM,
BDGE1392558,052270781IBM,
BDGE3858111,103362781IBM,
BDGE8985341,103362781IBM,
BDGE6766382,070679781IBM,
BDGE8573967,070679781IBM,
BDGE1542799,070679781IBM,
BDGE7657218,070679781IBM,
BDGE3485895,070679781IBM,
BDGE3871878,070679781IBM,
BDGE9547563,070679781IBM,
BDGE4259222,070679781IBM,
BDGE6594179,070679781IBM,
BDGE4529912,070679781IBM,
BDGE3918266,070679781IBM,
BDGE3455268,070679781IBM,
BDGE6336665,070679781IBM,
BDGE6825677,070679781IBM,
BDGE8718283,070679781IBM,
BDGE6387912,070679781IBM,
BDGE8272644,070824781IBM,
BDGE6235128,070824781IBM,
BDGE3512555,070824781IBM,
BDGE1656281,070824781IBM,
BDGE7869426,070714781IBM,
BDGE1842196,071103781IBM,
BDGE5352845,071103781IBM,
BDGE1622111,070675781IBM,
BDGE1521864,070675781IBM,
BDGE3565599,074394781IBM,
BDGE9638247,074394781IBM,
BDGE2731737,074394781IBM,
BDGE5898823,074394781IBM,
BDGE6859694,074394781IBM,
BDGE9974123,074394781IBM,
BDGE3749775,057198781IBM,
BDGE8163454,057198781IBM,
BDGE5437785,057198781IBM,
BDGE3513664,057198781IBM,
BDGE1177136,057198781IBM,
BDGE1968369,057198781IBM,
BDGE2898898,057198781IBM,
BDGE9511298,057198781IBM,
BDGE4344314,057198781IBM,
BDGE6771777,057198781IBM,
BDGE4533772,057198781IBM,
BDGE3898471,057198781IBM,
BDGE8362957,057198781IBM,
BDGE6765424,076638781IBM,
BDGE5687649,076638781IBM,
BDGE3691775,076638781IBM,
BDGE2366474,076638781IBM,
BDGE6636457,076480781IBM,
BDGE7481699,076480781IBM,
BDGE8199121,070991781IBM,
BDGE2777369,070991781IBM,
BDGE3245844,070991781IBM,
BDGE7534992,070991781IBM,
BDGE5426518,070991781IBM,
BDGE3255151,070991781IBM,
BDGE4233759,070991781IBM,
BDGE8486332,107294781IBM,
BDGE1962372,107294781IBM,
BDGE7957634,107294781IBM,
BDGE2985675,107294781IBM,
BDGE2446583,107294781IBM,
BDGE3484439,107294781IBM,
BDGE1911696,106835781IBM,
BDGE2117861,044495781IBM,
BDGE4251987,044495781IBM,
